G N M I OF
2 80 112 35 216988.4
2 80 112 36 209934.12
2 80 112 37 211814.08
2 80 112 38 198502.1
2 80 112 39 234797.62
2 80 112 40 195943.48
2 80 112 41 186157.88
2 80 112 42 208204.31
2 80 112 43 232065.93
2 80 112 44 229970.08
2 80 112 45 239258.18
2 80 112 46 193411.66
2 80 112 47 216576.67
2 80 112 48 205829.82
2 80 112 49 204761.26
2 80 48 0 92896.69
2 80 48 1 94077.27
2 80 48 2 89485.7
2 80 48 3 72737.31
2 80 48 4 86647.67
2 80 48 5 94737.9
2 80 48 6 88564.42
2 80 48 7 85405.51
2 80 48 8 76471.74
2 80 48 9 77057.58
2 80 48 10 74104.39
2 80 48 11 100945.4
2 80 48 12 82967.7
2 80 48 13 94604.76
2 80 48 14 98563.48
2 80 48 15 95384.91
2 80 48 16 74510.67
2 80 48 17 76322.95
2 80 48 18 90831.86
2 80 48 19 90047.06
2 80 48 20 80583.71
2 80 48 21 83464.32
2 80 48 22 86175.73
2 80 48 23 94385.9
2 80 48 24 88474
2 80 48 25 88980.46
2 80 48 26 87465.58
2 80 48 27 97007.93
2 80 48 28 81048.69
2 80 48 29 89327.26
2 80 48 30 76161.98
2 80 48 31 106116.22
2 80 48 32 91705.19
2 80 48 33 81855.98
2 80 48 34 94525.58
2 80 48 35 75275.96
2 80 48 36 85292.09
2 80 48 37 98219.01
2 80 48 38 88496.71
2 80 48 39 105360.63
2 80 48 40 87136.83
2 80 48 41 92291.87
2 80 48 42 80564.92
2 80 48 43 75141.82
2 80 48 44 90045.66
2 80 48 45 81188.25
2 80 48 46 89110.86
2 80 48 47 82701.62
2 80 48 48 86705.1
2 80 48 49 82157.7
2 80 80 0 168146.07
2 80 80 1 154038.08
2 80 80 2 152797.83
2 80 80 3 161432.58
2 80 80 4 159140.13
2 80 80 5 158488.89
2 80 80 6 172421.4
2 80 80 7 136086.41
2 80 80 8 158970.89
2 80 80 9 136298.25
2 80 80 10 121360.95
2 80 80 11 160629.76
2 80 80 12 157911.36
2 80 80 13 134079.26
2 80 80 14 138697.1
2 80 80 15 143303.79
2 80 80 16 143032.97
2 80 80 17 138121.02
2 80 80 18 138178.74
2 80 80 19 136543.9
2 80 80 20 128338.16
2 80 80 21 150740.22
2 80 80 22 140184.19
2 80 80 23 133876.72
2 80 80 24 165904.7
2 80 80 25 126860.9
2 80 80 26 133070.3
2 80 80 27 144439.22
2 80 80 28 145567.34
2 80 80 29 144889.45
2 80 80 30 151533.74
2 80 80 31 162418.34
2 80 80 32 182382.34
2 80 80 33 146614.58
2 80 80 34 147885.66
2 80 80 35 159527.67
2 80 80 36 157115.33
2 80 80 37 132877.57
2 80 80 38 147189.76
2 80 80 39 133875.16
2 80 80 40 156521.55
2 80 80 41 131991.05
2 80 80 42 133680.22
2 80 80 43 166655.37
2 80 80 44 147201.57
2 80 80 45 186001.94
2 80 80 46 125217.74
2 80 80 47 140731.5
2 80 80 48 165365.68
2 80 80 49 147536.66
